item_id,item_api_url,item_page_url,title,identifier,scan_number,printed_page,position_on_page,chapter,illustration_type,visual_typology,creators,subjects,characters,narrative_place,geographic_place,illustration_image_url,media_ids,canvas_label,canvas_id,page_iiif_image_service,page_full_image_url,x,y,w,h,match_score,match_method,iiif_region_url
228802,https://dlrc.ficlit.unibo.it/api/items/228802,https://dlrc.ficlit.unibo.it/s/lib/item/228802,Il dottor Azzecca-garbugli si rifiuta di aiutare Renzo,Quarantana_0063_p.57_1,0063,57,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Giustizia; Potere,"Azzecca-garbugli, dottor; Renzo Tramaglino",Studio dell'Azzecca-garbugli,Lecco,https://dlrc.ficlit.unibo.it/files/original/5ca20c9cb5e48aea7f79f90fc359f0d3695e0c7f.jpg,229307; 229811,Quarantana_0063_p.57.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p63,https://dlrc.ficlit.unibo.it/iiif/2/232108,https://dlrc.ficlit.unibo.it/iiif/2/232108/full/full/0/default.jpg,202,936,841,634,0.7577,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232108/202,936,841,634/full/0/default.jpg"
228803,https://dlrc.ficlit.unibo.it/api/items/228803,https://dlrc.ficlit.unibo.it/s/lib/item/228803,Il dottor Azzecca-garbugli caccia Renzo ,Quarantana_0064_p.58_1,0064,58,1,Capitolo III,Altre illustrazioni,Scena con figure,"Riccardi, Paolo; Sacchi, Luigi; Bernard",Giustizia; Potere,"Azzecca-garbugli, dottor; Fantesca dell'Azzecca-garbugli; Renzo Tramaglino",Studio dell'Azzecca-garbugli,Lecco,https://dlrc.ficlit.unibo.it/files/original/f3f2b7699aa2f6c6ecdb0147caf5c286cff4cff2.jpg,229308; 229812,Quarantana_0064_p.58.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p64,https://dlrc.ficlit.unibo.it/iiif/2/232109,https://dlrc.ficlit.unibo.it/iiif/2/232109/full/full/0/default.jpg,830,905,734,527,0.9854,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232109/830,905,734,527/full/0/default.jpg"
228804,https://dlrc.ficlit.unibo.it/api/items/228804,https://dlrc.ficlit.unibo.it/s/lib/item/228804,Fra Galdino in cerca delle noci,Quarantana_0065_p.59_1,0065,59,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Religione,"Agnese, madre di Lucia; Galdino, fra; Lucia Mondella",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/ca6d1ef23afeae1c4b7af0fa379c6ed9e491548a.jpg,229309; 229813,Quarantana_0065_p.59.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p65,https://dlrc.ficlit.unibo.it/iiif/2/232110,https://dlrc.ficlit.unibo.it/iiif/2/232110/full/full/0/default.jpg,220,834,816,588,0.71,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232110/220,834,816,588/full/0/default.jpg"
228805,https://dlrc.ficlit.unibo.it/api/items/228805,https://dlrc.ficlit.unibo.it/s/lib/item/228805,La tavolata del figlio del benefattore,Quarantana_0067_p.61_1,0067,61,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Potere,Nobili nel Seicento,,,https://dlrc.ficlit.unibo.it/files/original/aff46916a2b1ee770ae1cb355380b1734ac29732.jpg,229310; 229814,Quarantana_0067_p.61.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p67,https://dlrc.ficlit.unibo.it/iiif/2/232112,https://dlrc.ficlit.unibo.it/iiif/2/232112/full/full/0/default.jpg,209,613,792,666,0.7952,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232112/209,613,792,666/full/0/default.jpg"
228806,https://dlrc.ficlit.unibo.it/api/items/228806,https://dlrc.ficlit.unibo.it/s/lib/item/228806,Renzo lancia i capponi sul tavolo,Quarantana_0069_p.63_1,0069,63,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Famiglia; Ira,"Agnese, madre di Lucia; Lucia Mondella; Renzo Tramaglino",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/313bb1f543e23542c5ed0b5a1f3dc42ae5f064ae.jpg,229311; 229815,Quarantana_0069_p.63.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p69,https://dlrc.ficlit.unibo.it/iiif/2/232114,https://dlrc.ficlit.unibo.it/iiif/2/232114/full/full/0/default.jpg,180,949,848,591,0.934,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232114/180,949,848,591/full/0/default.jpg"
228807,https://dlrc.ficlit.unibo.it/api/items/228807,https://dlrc.ficlit.unibo.it/s/lib/item/228807,Renzo torna a casa,Quarantana_0070_p.64_1,0070,64,1,Capitolo III,Altre illustrazioni,Paesaggio naturale,"[Gonin, Francesco]",Ira,Renzo Tramaglino,Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/6a2713728091ba5f719c5eb1fb0fb87e7edabcbe.jpg,229312; 229816,Quarantana_0070_p.64.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p70,https://dlrc.ficlit.unibo.it/iiif/2/232115,https://dlrc.ficlit.unibo.it/iiif/2/232115/full/full/0/default.jpg,814,1205,792,478,0.8168,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232115/814,1205,792,478/full/0/default.jpg"
228808,https://dlrc.ficlit.unibo.it/api/items/228808,https://dlrc.ficlit.unibo.it/s/lib/item/228808,Nave in tempesta,Quarantana_0071_p.65_1,0071,65,1,Capitolo IV,Intestazione,Figura allegorica,"Gonin, Francesco",Passioni; Pericolo e ansia di evitarlo,,,,https://dlrc.ficlit.unibo.it/files/original/7f1ac3aff01e4c8cc41f0fcaeec52852d59aa63e.jpg,229313; 229817,Quarantana_0071_p.65.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p71,https://dlrc.ficlit.unibo.it/iiif/2/232116,https://dlrc.ficlit.unibo.it/iiif/2/232116/full/full/0/default.jpg,203,402,816,309,0.6046,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232116/203,402,816,309/full/0/default.jpg"
228809,https://dlrc.ficlit.unibo.it/api/items/228809,https://dlrc.ficlit.unibo.it/s/lib/item/228809,Iniziale del capitolo IV (I). Colonna che si staglia sul paesaggio all'alba,Quarantana_0071_p.65_2,0071,65,2,Capitolo IV,Capolettera,Paesaggio naturale,"Gonin, Francesco",Religione,,Convento dei cappuccini di Pescarenico,Pescarenico,https://dlrc.ficlit.unibo.it/files/original/c3378bace306ab76f266cb20cdf7e22b99a679c3.jpg,229314; 229818,Quarantana_0071_p.65.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p71,https://dlrc.ficlit.unibo.it/iiif/2/232116,https://dlrc.ficlit.unibo.it/iiif/2/232116/full/full/0/default.jpg,195,1023,351,472,0.7308,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232116/195,1023,351,472/full/0/default.jpg"
228810,https://dlrc.ficlit.unibo.it/api/items/228810,https://dlrc.ficlit.unibo.it/s/lib/item/228810,Ritratto di padre Cristoforo,Quarantana_0073_p.67_1,0073,67,1,Capitolo IV,Altre illustrazioni,Ritratto,"Gonin, Francesco; Sacchi, Luigi; Pollet",Religione,"Cristoforo, padre",,,https://dlrc.ficlit.unibo.it/files/original/e98eb6245918911fc6f4423667357e0873b48f99.jpg,229315; 229819,Quarantana_0073_p.67.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p73,https://dlrc.ficlit.unibo.it/iiif/2/232118,https://dlrc.ficlit.unibo.it/iiif/2/232118/full/full/0/default.jpg,279,450,692,709,0.953,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232118/279,450,692,709/full/0/default.jpg"
228811,https://dlrc.ficlit.unibo.it/api/items/228811,https://dlrc.ficlit.unibo.it/s/lib/item/228811,Lodovico e i birboni,Quarantana_0075_p.69_1,0075,69,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Giustizia; Potere,"Bravi di Lodovico (padre Cristoforo); Cristoforo, padre",,,https://dlrc.ficlit.unibo.it/files/original/29303335bcc0fcaf5a1789b7523c33eb5fb08d26.jpg,229316; 229820,Quarantana_0075_p.69.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p75,https://dlrc.ficlit.unibo.it/iiif/2/232120,https://dlrc.ficlit.unibo.it/iiif/2/232120/full/full/0/default.jpg,235,1118,763,502,0.6692,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232120/235,1118,763,502/full/0/default.jpg"
228812,https://dlrc.ficlit.unibo.it/api/items/228812,https://dlrc.ficlit.unibo.it/s/lib/item/228812,Lodovico incontra il signore nemico,Quarantana_0076_p.70_1,0076,70,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Giustizia; Potere,"Bravi di Lodovico (padre Cristoforo); Bravi del signore col quale Lodovico (padre Cristoforo) duella; Cristoforo, padre; Cristoforo, maestro di casa di Lodovico (padre Cristoforo); Signore ucciso da Lodovico (padre Cristoforo)",,,https://dlrc.ficlit.unibo.it/files/original/b9b6fa9134e50315e91f92d3fb14f0aff4f7521a.jpg,229317; 229821,Quarantana_0076_p.70.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p76,https://dlrc.ficlit.unibo.it/iiif/2/232121,https://dlrc.ficlit.unibo.it/iiif/2/232121/full/full/0/default.jpg,779,1148,841,484,0.793,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232121/779,1148,841,484/full/0/default.jpg"
228813,https://dlrc.ficlit.unibo.it/api/items/228813,https://dlrc.ficlit.unibo.it/s/lib/item/228813,Lodovico trafigge il signore che ha ucciso Cristoforo,Quarantana_0078_p.72_1,0078,72,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Morte; Giustizia; Vendetta,"Bravi di Lodovico (padre Cristoforo); Bravi del signore col quale Lodovico (padre Cristoforo) duella; Cristoforo, padre; Cristoforo, maestro di casa di Lodovico (padre Cristoforo); Signore ucciso da Lodovico (padre Cristoforo)",,,https://dlrc.ficlit.unibo.it/files/original/c4bcc5ef27f2a5484c6e41f2bff300f6384c9c35.jpg,229318; 229822,Quarantana_0078_p.72.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p78,https://dlrc.ficlit.unibo.it/iiif/2/232123,https://dlrc.ficlit.unibo.it/iiif/2/232123/full/full/0/default.jpg,788,785,848,636,0.778,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232123/788,785,848,636/full/0/default.jpg"
228814,https://dlrc.ficlit.unibo.it/api/items/228814,https://dlrc.ficlit.unibo.it/s/lib/item/228814,Gli sbirri sgombrano la folla che si accalca sulla scena del delitto,Quarantana_0080_p.74_1,0080,74,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Morte,"Cristoforo, maestro di casa di Lodovico (padre Cristoforo); Familiari del nobile ucciso da Lodovico (padre Cristoforo); Signore ucciso da Lodovico (padre Cristoforo)",Convento dei cappuccini dove Lodovico trova rifugio e si fa frate con il nome di padre Cristoforo,,https://dlrc.ficlit.unibo.it/files/original/d07a045ce200e0ba8ae08fc4c2e9daebab61d848.jpg,229319; 229823,Quarantana_0080_p.74.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p80,https://dlrc.ficlit.unibo.it/iiif/2/232125,https://dlrc.ficlit.unibo.it/iiif/2/232125/full/full/0/default.jpg,773,816,848,631,0.6823,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232125/773,816,848,631/full/0/default.jpg"
228815,https://dlrc.ficlit.unibo.it/api/items/228815,https://dlrc.ficlit.unibo.it/s/lib/item/228815,Il palazzo del nobile ucciso da Lodovico,Quarantana_0083_p.77_1,0083,77,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Famiglia; Potere,Bravi dei familiari e parenti del signore ucciso da Lodovico (padre Cristoforo); Familiari del nobile ucciso da Lodovico (padre Cristoforo); Servitori della famiglia e dei parenti del signore ucciso da Lodovico (padre Cristoforo),Palazzo della famiglia del signore ucciso da Lodovico (padre Cristoforo),,https://dlrc.ficlit.unibo.it/files/original/739ba55e8be59b33701e35e895a421563ee01862.jpg,229320; 229824,Quarantana_0083_p.77.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p83,https://dlrc.ficlit.unibo.it/iiif/2/232128,https://dlrc.ficlit.unibo.it/iiif/2/232128/full/full/0/default.jpg,205,868,792,497,0.9174,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232128/205,868,792,497/full/0/default.jpg"
228816,https://dlrc.ficlit.unibo.it/api/items/228816,https://dlrc.ficlit.unibo.it/s/lib/item/228816,Padre Cristoforo chiede perdono ai parenti dell'ucciso,Quarantana_0084_p.78_1,0084,78,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Giustizia; Religione,"Bravi dei familiari e parenti del signore ucciso da Lodovico (padre Cristoforo); Cristoforo, padre; Familiari del nobile ucciso da Lodovico (padre Cristoforo); Fratello del nobile ucciso da Lodovico (padre Cristoforo); Padre guardiano del paese del padre Cristoforo; Servitori della famiglia e dei parenti del signore ucciso da Lodovico (padre Cristoforo)",Palazzo della famiglia del signore ucciso da Lodovico (padre Cristoforo),,https://dlrc.ficlit.unibo.it/files/original/1d3ff246b0c494176a3eef693fe300018812ff2c.jpg,229321; 229825,Quarantana_0084_p.78.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p84,https://dlrc.ficlit.unibo.it/iiif/2/232129,https://dlrc.ficlit.unibo.it/iiif/2/232129/full/full/0/default.jpg,824,989,841,714,0.7913,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232129/824,989,841,714/full/0/default.jpg"
228817,https://dlrc.ficlit.unibo.it/api/items/228817,https://dlrc.ficlit.unibo.it/s/lib/item/228817,"Padre Cristoforo lascia il palazzo dell'ucciso, seguito dal corteo di bravi, servitori e famigliari",Quarantana_0086_p.80_1,0086,80,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Giustizia; Religione,"Bravi dei familiari e parenti del signore ucciso da Lodovico (padre Cristoforo); Cristoforo, padre; Familiari del nobile ucciso da Lodovico (padre Cristoforo); Padre guardiano del paese del padre Cristoforo; Servitori della famiglia e dei parenti del signore ucciso da Lodovico (padre Cristoforo)",Palazzo della famiglia del signore ucciso da Lodovico (padre Cristoforo),,https://dlrc.ficlit.unibo.it/files/original/ec1d9232b5f2a715786b41480d5edfaf3378be37.jpg,229322; 229826,Quarantana_0086_p.80.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p86,https://dlrc.ficlit.unibo.it/iiif/2/232131,https://dlrc.ficlit.unibo.it/iiif/2/232131/full/full/0/default.jpg,834,609,792,533,0.8463,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232131/834,609,792,533/full/0/default.jpg"
228818,https://dlrc.ficlit.unibo.it/api/items/228818,https://dlrc.ficlit.unibo.it/s/lib/item/228818,Padre Cristoforo arriva a casa di Agnese e Lucia,Quarantana_0088_p.82_1,0088,82,1,Capitolo IV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Religione,"Agnese, madre di Lucia; Cristoforo, padre; Lucia Mondella",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/cb4a5c49d10897c19633a514438c20da6c769251.jpg,229323; 229827,Quarantana_0088_p.82.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p88,https://dlrc.ficlit.unibo.it/iiif/2/232133,https://dlrc.ficlit.unibo.it/iiif/2/232133/full/full/0/default.jpg,919,1082,641,459,0.9712,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232133/919,1082,641,459/full/0/default.jpg"
228819,https://dlrc.ficlit.unibo.it/api/items/228819,https://dlrc.ficlit.unibo.it/s/lib/item/228819,Rapace che si libra in volo su due colombe,Quarantana_0089_p.83_1,0089,83,1,Capitolo V,Intestazione,Figura allegorica,"Gonin, Francesco",Potere; Storia,,,,https://dlrc.ficlit.unibo.it/files/original/9bd2a094e538ff0b1176e863e133fa7f4f57ecc4.jpg,229324; 229828,Quarantana_0089_p.83.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p89,https://dlrc.ficlit.unibo.it/iiif/2/232134,https://dlrc.ficlit.unibo.it/iiif/2/232134/full/full/0/default.jpg,172,424,841,328,0.7193,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232134/172,424,841,328/full/0/default.jpg"
228820,https://dlrc.ficlit.unibo.it/api/items/228820,https://dlrc.ficlit.unibo.it/s/lib/item/228820,Iniziale del capitolo V (I). Padre Cristoforo sulla porta della casa di Lucia,Quarantana_0089_p.83_2,0089,83,2,Capitolo V,Capolettera,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Religione,"Cristoforo, padre",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/4c6b36ed10fc41e61deedeeb731f5a5c3dca2ac1.jpg,229325; 229829,Quarantana_0089_p.83.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p89,https://dlrc.ficlit.unibo.it/iiif/2/232134,https://dlrc.ficlit.unibo.it/iiif/2/232134/full/full/0/default.jpg,180,990,415,433,0.8059,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232134/180,990,415,433/full/0/default.jpg"
228821,https://dlrc.ficlit.unibo.it/api/items/228821,https://dlrc.ficlit.unibo.it/s/lib/item/228821,Padre Cristoforo promette di aiutare Renzo e Lucia,Quarantana_0091_p.85_1,0091,85,1,Capitolo V,Altre illustrazioni,Scena con figure,"Riccardi, Paolo; Sacchi, Luigi",Famiglia; Religione,"Agnese, madre di Lucia; Cristoforo, padre; Lucia Mondella; Renzo Tramaglino",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/8f77f343ea2c0de4c8fc298d82b7ea1e34f1b421.jpg,229326; 229830,Quarantana_0091_p.85.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p91,https://dlrc.ficlit.unibo.it/iiif/2/232136,https://dlrc.ficlit.unibo.it/iiif/2/232136/full/full/0/default.jpg,200,671,841,668,0.793,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232136/200,671,841,668/full/0/default.jpg"
228822,https://dlrc.ficlit.unibo.it/api/items/228822,https://dlrc.ficlit.unibo.it/s/lib/item/228822,Padre Cristoforo sulla soglia del palazzotto di don Rodrigo,Quarantana_0094_p.88_1,0094,88,1,Capitolo V,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Potere; Religione,"Bravi di don Rodrigo; Cristoforo, padre",Palazzotto di don Rodrigo,,https://dlrc.ficlit.unibo.it/files/original/1d3fd1d93acee5bd47fffd04ad2692b3a2bd3202.jpg,229327; 229831,Quarantana_0094_p.88.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p94,https://dlrc.ficlit.unibo.it/iiif/2/232139,https://dlrc.ficlit.unibo.it/iiif/2/232139/full/full/0/default.jpg,824,562,816,694,0.771,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232139/824,562,816,694/full/0/default.jpg"
228823,https://dlrc.ficlit.unibo.it/api/items/228823,https://dlrc.ficlit.unibo.it/s/lib/item/228823,Padre Cristoforo nella sala del convito di don Rodrigo,Quarantana_0095_p.89_1,0095,89,1,Capitolo V,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Economia; Giustizia; Legge nel Seicento; Potere; Politica,"Attilio, conte; Azzecca-garbugli, dottor; Cristoforo, padre; Podestà di Lecco; Rodrigo, don",Palazzotto di don Rodrigo,,https://dlrc.ficlit.unibo.it/files/original/9d50ae4e4b720e1b493857ae26ab957dc4836aa9.jpg,229328; 229832,Quarantana_0095_p.89.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p95,https://dlrc.ficlit.unibo.it/iiif/2/232140,https://dlrc.ficlit.unibo.it/iiif/2/232140/full/full/0/default.jpg,205,784,848,708,0.7602,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232140/205,784,848,708/full/0/default.jpg"
228824,https://dlrc.ficlit.unibo.it/api/items/228824,https://dlrc.ficlit.unibo.it/s/lib/item/228824,Gentiluomo che bastona il messo,Quarantana_0098_p.92_1,0098,92,1,Capitolo V,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Potere; Violenza,Nobili nel Seicento,,,https://dlrc.ficlit.unibo.it/files/original/f7a867bcbc15ae31c9a4dc42e0e698cae02a6c92.jpg,229329; 229833,Quarantana_0098_p.92.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p98,https://dlrc.ficlit.unibo.it/iiif/2/232143,https://dlrc.ficlit.unibo.it/iiif/2/232143/full/full/0/default.jpg,863,1229,741,547,0.8204,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232143/863,1229,741,547/full/0/default.jpg"
228825,https://dlrc.ficlit.unibo.it/api/items/228825,https://dlrc.ficlit.unibo.it/s/lib/item/228825,Padre Cristoforo dialoga con i commensali,Quarantana_0100_p.94_1,0100,94,1,Capitolo V,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Giustizia; Legge nel Seicento; Potere,"Attilio, conte; Azzecca-garbugli, dottor; Cristoforo, padre; Rodrigo, don",Palazzotto di don Rodrigo,,https://dlrc.ficlit.unibo.it/files/original/610eeb450185ca55b25d637092b15da8880a6a82.jpg,229330; 229834,Quarantana_0100_p.94.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p100,https://dlrc.ficlit.unibo.it/iiif/2/232145,https://dlrc.ficlit.unibo.it/iiif/2/232145/full/full/0/default.jpg,810,761,848,477,0.8623,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232145/810,761,848,477/full/0/default.jpg"
228826,https://dlrc.ficlit.unibo.it/api/items/228826,https://dlrc.ficlit.unibo.it/s/lib/item/228826,Ritratti di Luigi XIII e Filippo IV,Quarantana_0101_p.95_1,0101,95,1,Capitolo V,Altre illustrazioni,Ritratto,"Gonin, Francesco; Sacchi, Luigi",Guerra; Politica; Storia,"Luigi XIII, re di Francia; Filippo IV, re di Spagna",,,https://dlrc.ficlit.unibo.it/files/original/7b55af5008f81b8432cb638f8cd01369e4750ebf.jpg,229331; 229835,Quarantana_0101_p.95.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p101,https://dlrc.ficlit.unibo.it/iiif/2/232146,https://dlrc.ficlit.unibo.it/iiif/2/232146/full/full/0/default.jpg,195,1227,786,452,0.9617,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232146/195,1227,786,452/full/0/default.jpg"
228827,https://dlrc.ficlit.unibo.it/api/items/228827,https://dlrc.ficlit.unibo.it/s/lib/item/228827,Ritratto del conte d'Olivares,Quarantana_0103_p.97_1,0103,97,1,Capitolo V,Altre illustrazioni,Ritratto,"Gonin, Francesco; Sacchi, Luigi; Bernard",Guerra; Politica; Storia,"Olivares, Gaspar de Guzmán, conte-duca di",,,https://dlrc.ficlit.unibo.it/files/original/0e184e67f0d9b899777de0ceee7126da7b183b17.jpg,229332; 229836,Quarantana_0103_p.97.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p103,https://dlrc.ficlit.unibo.it/iiif/2/232148,https://dlrc.ficlit.unibo.it/iiif/2/232148/full/full/0/default.jpg,305,522,599,674,0.89,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232148/305,522,599,674/full/0/default.jpg"
228828,https://dlrc.ficlit.unibo.it/api/items/228828,https://dlrc.ficlit.unibo.it/s/lib/item/228828,Ritratto del cardinale di Richelieu,Quarantana_0104_p.98_1,0104,98,1,Capitolo V,Altre illustrazioni,Ritratto,"Gonin, Francesco; Sacchi, Luigi",Guerra; Politica; Storia,"Richelieu, Armand-Jean du Plessis de",,,https://dlrc.ficlit.unibo.it/files/original/5c55a2ac8746c4934479f88a7c4a56159f9fb73c.jpg,229333; 229837,Quarantana_0104_p.98.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p104,https://dlrc.ficlit.unibo.it/iiif/2/232149,https://dlrc.ficlit.unibo.it/iiif/2/232149/full/full/0/default.jpg,924,542,604,644,0.9462,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232149/924,542,604,644/full/0/default.jpg"
